-25813.5096462709,21607.8481739229
-23705.1461446738,21605.310796855
-22417.4406522361,22608.8624664973
-16334.7550493584,22629.5567006031
-13721.6691233781,25047.12824935
-10804.8960623911,26640.0789667303
-4962.13114767021,28575.5860364903
-2286.64246174193,28418.8020178005
-1542.11264396948,29459.0695125265
2195.87307637639,29543.7792717973
4061.98759499076,27669.0879516602
6068.50200414564,24294.5851557925
6710.96781500429,25924.7611769922
6861.1174359927,27525.718914602
10144.3789743942,25562.7125915112
11971.2983420824,22665.119790839
13733.1647385303,23838.664127267
16044.1135771499,22178.9640382053
16945.0501262953,19247.2393804546
16386.7661388427,17907.9685919257
13112.4689149567,17833.6818139125
9650.59295674867,19597.1488889493
8565.17795835389,17994.28561146
7796.26907815284,18791.1934929946
6592.14547703334,17285.1806851905
6499.73588254256,15150.9038610132
3756.95176389755,12865.1965362998
3240.41572153941,11240.4142119763
3973.47559579613,8879.09396868665
2909.65775247512,5438.92126659956
1133.72137251182,3681.40405041538
492.766873965156,2242.65134628024
610.19250250177,-28.9801686545834
1306.33085240342,-1321.36098463926
-33.5720531624975,-7134.37732753903
8941.04200924106,-17759.6400219854
13646.4651349862,-21620.2984240782
15878.2687774884,-21823.2164779361
15467.1119889081,-24126.6620278917
17727.0181284562,-27194.6166304983
19522.9906655498,-28918.5694406368
21483.951316309,-27041.6579502672
27051.8090892193,-28021.9787313258
29513.3466049463,-25816.0119433058
29697.4331837186,-27760.8632478276
26117.5884443915,-31655.6338871196
25471.2627803425,-32799.2448933553
22909.1990321865,-33789.0497900127
16990.0555596242,-36997.9300878244
14627.6111730164,-37771.0561001925
11704.8111801965,-36030.8002688652
10078.2718355927,-33559.2419539578
7976.54305836943,-33491.5560592171
-1444.76865538571,-24861.8204974923
-2705.85590613133,-21211.3040736513
-6053.95307359879,-16745.8911088156
-7977.66925063333,-15110.6785376426
-8028.22109129874,-12190.0077959718
-8444.4536419732,-10016.762963335
-6645.13756791607,-6558.77931046858
-5656.55133266828,-2010.02984660957
-6207.3550832381,214.394033844583
-8223.4458849018,-339.698507391848
-10129.3122161973,962.541076651774
-12109.6811532837,4985.22983985301
-13573.0098701906,6057.489676781
-14446.0294548637,8463.52155769151
-15746.5711853909,9151.21221765596
-18149.8787834102,14236.4848995116
-18167.1340238641,15496.2550693639
-19975.6290357237,17498.9895734526
-24380.3210743294,14651.6198097263
-25792.9019994451,15497.2203435907
-26198.2354252008,17918.2566767968
